Id,R,Nome,Squadra,Qt. A,Qt. I,Diff.
695,Dc,TOLOI,Atalanta,11,12,-1
2120,Dc,BASTONI,Inter,11,12,-1
288,Dc,CHIELLINI,Juventus,11,11,0
2296,Dc,MANCINI,Roma,11,10,1
4245,Dc,SMALLING,Roma,11,11,0
1987,C;W,JANKTO,Sampdoria,11,12,-1
600,C;T,VERRE,Sampdoria,11,8,3
234,C,KUCKA,Parma,11,12,-1
280,A,PALACIO,Bologna,11,10,1
4886,W;T;A,PEREIRO,Cagliari,10,11,-1
184,W;T,BERNARDESCHI,Juventus,10,11,-1
2839,W;A,SOTTIL,Cagliari,10,9,1
4884,W;A,CARLES PEREZ,Roma,10,9,1
2178,Por,CRAGNO,Cagliari,10,11,-1
509,Por,CONSIGLI,Sassuolo,10,10,0
2179,Por,SIRIGU,Torino,10,11,-1
2792,Por,MUSSO,Udinese,10,11,-1
2155,Pc,CUTRONE,Fiorentina,10,11,-1
1943,Pc,NESTOROVSKI,Udinese,10,11,-1
4500,Pc,DI CARMINE,Verona,10,11,-1
472,Pc,DESTRO,Genoa,10,9,1
4522,M;C,AMRABAT,Fiorentina,10,11,-1
2818,M;C,BENNACER,Milan,10,9,1
4404,M;C,THORSBY,Sampdoria,10,9,1
252,Ds;E,BIRAGHI,Fiorentina,10,8,2
253,Dd;Dc;E,D'AMBROSIO,Inter,10,10,0
226,Dd;Dc,IZZO,Torino,10,11,-1
2309,Dc,PEZZELLA GER.,Fiorentina,10,10,0
2288,Dc,N'KOULOU,Torino,10,11,-1
4495,Dc,KUMBULLA,Roma,10,10,0
4479,C;T,ELMAS,Napoli,10,9,1
788,C,FREULER,Atalanta,10,10,0
1978,C,SENSI,Inter,10,11,-1
2008,C,LINETTY,Torino,10,11,-1
245,A,PANDEV,Genoa,10,10,0
1879,A,FARIAS,Spezia,10,9,1
4978,W;T;A,DAMSGAARD,Sampdoria,9,8,1
2826,W;A,PUSSETTO,Udinese,9,8,1
2124,T,ZAJC,Genoa,9,10,-1
2468,Por,OSPINA,Napoli,9,8,1
761,Por,AUDERO,Sampdoria,9,8,1
218,Por,PERIN,Genoa,9,8,1
2038,Pc,PINAMONTI,Inter,9,10,-1
5311,Pc,SHOMURODOV,Genoa,9,9,0
5233,Pc,MAYORAL,Roma,9,9,0
4423,M;C,HERNANI,Parma,9,6,3
58,M;C,DIAWARA,Roma,9,10,-1
2639,M,BAKAYOKO,Napoli,9,9,0
332,E;W,CANDREVA,Sampdoria,9,7,2
73,Ds;Dc,GAGLIOLO,Parma,9,9,0
2315,Dd;Dc;E,STRYGER LARSEN,Udinese,9,10,-1
4422,Dd;Dc,TOMIYASU,Bologna,9,9,0
550,Dd;Dc,MAKSIMOVIC,Napoli,9,9,0
787,Dc,DJIMSITI,Atalanta,9,9,0
2181,Dc,PALOMINO,Atalanta,9,9,0
2572,Dc,GODIN,Cagliari,9,9,0
4307,Dc,ROMERO,Atalanta,9,9,0
2633,Dc,KJAER,Milan,9,8,1
4331,Dc,IBANEZ,Roma,9,9,0
1895,Dc,FERRARI G.,Sassuolo,9,8,1
1882,A,SAU,Benevento,9,8,1
4970,A,MESSIAS,Crotone,9,8,1
4992,A,GYASI,Spezia,9,9,0
4415,W;A,SKOV OLSEN,Bologna,8,7,1
5328,T,GOJAK,Torino,8,8,0
572,Por,MERET,Napoli,8,8,0
159,Por,SEPE,Parma,8,9,-1
311,Pc,LLORENTE,Napoli,8,9,-1
2196,Pc,GALABINOV,Spezia,8,4,4
5009,Pc,RIVIERE,Crotone,8,8,0
2076,M;C,ROG,Cagliari,8,9,-1
801,M;C,GAGLIARDINI,Inter,8,7,1
2209,M;C,LUCAS LEIVA,Lazio,8,9,-1
779,M;C,CRISTANTE,Roma,8,8,0
2391,M;C,EKDAL,Sampdoria,8,8,0
4990,M;C,RICCI M.,Spezia,8,7,1
2011,M;C,MIGUEL VELOSO,Verona,8,8,0
2357,M;C,CYPRIEN,Parma,8,8,0
1851,E;W,MOLINA S.,Crotone,8,7,1
4421,Ds;E,AUGELLO,Sampdoria,8,7,1
2169,Ds;E,RODRIGUEZ R.,Torino,8,9,-1
4958,Ds;Dc,CALDIROLA,Benevento,8,6,2
329,Ds;Dc,RADU,Lazio,8,9,-1
2006,Dd;E,LIROLA,Fiorentina,8,8,0
546,Dd;E,BRUNO PERES,Roma,8,9,-1
4994,Dd;E,VOJVODA,Torino,8,8,0
487,Dd;E,DE SILVESTRI,Bologna,8,8,0
74,Dd;Ds;E,LETIZIA,Benevento,8,7,1
4237,Dd;Ds;E,DANILO,Juventus,8,6,2
140,Dd;Ds;E,HYSAJ,Napoli,8,7,1
4426,Dd;Ds;E,TOLJAN,Sassuolo,8,8,0
287,Dd;Ds;Dc,CACERES,Fiorentina,8,8,0
798,Dc,SKRINIAR,Inter,8,8,0
2784,Dc,COLLEY,Sampdoria,8,8,0
2758,Dc,GUNTER,Verona,8,7,1
428,C;T,BENALI,Crotone,8,9,-1
557,C;T,BENASSI,Verona,8,9,-1
28,C;T,KURTIC,Parma,8,8,0
440,C,VIOLA,Benevento,8,9,-1
4965,C,MARIN,Cagliari,8,7,1
2379,C,RABIOT,Juventus,8,9,-1
4449,C,TONALI,Milan,8,8,0
4435,A,COLLEY E.,Verona,8,8,0
2325,A,KARAMOH,Parma,8,5,3
215,A,VERDE,Spezia,8,6,2
4892,W,SAELEMAEKERS,Milan,7,5,2
4249,T,PEREIRA A.,Lazio,7,8,-1
133,Por,SKORUPSKI,Bologna,7,8,-1
4393,M;C,SCHOUTEN,Bologna,7,6,1
526,M;C,DUNCAN,Fiorentina,7,7,0
2825,M;C,BOURABIA,Sassuolo,7,6,1
4987,M;C,BARTOLOMEI,Spezia,7,7,0
338,E;C,LULIC,Lazio,7,8,-1
633,E,FARES,Lazio,7,7,0
142,Ds;E,MARIO RUI,Napoli,7,8,-1
4530,Ds;E,KYRIAKOPOULOS,Sassuolo,7,6,1
706,Ds;E,ANSALDI,Torino,7,8,-1
4999,Ds;E,OUWEJAN,Udinese,7,5,2
790,Ds;Dc,SAMIR,Udinese,7,5,2
244,Dd;E,GHIGLIONE,Genoa,7,6,1
554,Dd;E,ZAPPACOSTA,Genoa,7,6,1
357,Dd;Ds;E,CALABRIA,Milan,7,5,2
2525,Dd;Ds;E,DARMIAN,Inter,7,8,-1
548,Dc,GLIK,Benevento,7,8,-1
2335,Dc,LUIZ FELIPE,Lazio,7,8,-1
1864,Dc,BRUNO ALVES,Parma,7,8,-1
4895,Dc,YOSHIDA,Sampdoria,7,7,0
4979,Dc,AYHAN,Sassuolo,7,7,0
224,Dc,DE MAIO,Udinese,7,6,1
2280,Dc,NUYTINCK,Udinese,7,8,-1
324,Dc,HOEDT,Lazio,7,7,0
2857,C;T,TRAORE' HJ.,Sassuolo,7,8,-1
5002,C;T,VULIC,Crotone,7,6,1
2703,C,ADRIEN SILVA,Sampdoria,7,7,0
537,A,SANSONE,Bologna,7,8,-1
4681,W;T,LOPEZ M.,Sassuolo,6,6,0
4963,W;A,INSIGNE R.,Benevento,6,6,0
4894,W;A,HARASLIN,Sassuolo,6,6,0
5310,W;A,HAUGE,Milan,6,6,0
150,T,SAPONARA,Fiorentina,6,7,-1
4957,Por,MONTIPO',Benevento,6,7,-1
2743,Pc,SANTANDER,Bologna,6,7,-1
5336,Pc,NZOLA,Spezia,6,5,1
4330,M;C,LERAGER,Genoa,6,6,0
181,M;C,VECINO,Inter,6,7,-1
4973,M;C,MCKENNIE,Juventus,6,6,0
4287,M;C,LOBOTKA,Napoli,6,5,1
430,M;C,BRUGMAN,Parma,6,5,1
4501,M;C,OBIANG,Sassuolo,6,5,1
2789,M;C,MEITE',Torino,6,6,0
4890,M;C,TAMEZE,Verona,6,6,0
4725,M,DEMME,Napoli,6,7,-1
2746,Ds;E,DIJKS,Bologna,6,7,-1
770,Ds;E,PEZZELLA GIU.,Parma,6,5,1
2318,Ds;E,ROGERIO,Sassuolo,6,6,0
2104,Dd;E,BERESZYNSKI,Sampdoria,6,5,1
5006,Dd;E,PICCINI,Atalanta,6,7,-1
4409,Dd;Ds;Dc,RRAHMANI,Napoli,6,7,-1
4521,Dd;Dc;E,MULDUR,Sassuolo,6,6,0
640,Dd;Dc,CHIRICHES,Sassuolo,6,5,1
2285,Dc,BANI,Genoa,6,6,0
578,Dc,DANILO LAR.,Bologna,6,6,0
1866,Dc,CEPPITELLI,Cagliari,6,7,-1
4332,Dc,DEMIRAL,Juventus,6,6,0
2168,Dc,MUSACCHIO,Milan,6,7,-1
144,Dc,TONELLI,Sampdoria,6,6,0
2355,Dc,MARLON,Sassuolo,6,7,-1
2788,Dc,BREMER,Torino,6,6,0
4519,Dc,CETIN,Verona,6,5,1
2741,C;T,PESSINA,Atalanta,6,7,-1
2744,C;T,SVANBERG,Bologna,6,4,2
627,C,IONITA,Benevento,6,5,1
4869,C,DOMINGUEZ,Bologna,6,7,-1
4512,C,SCHONE,Genoa,6,7,-1
556,C,BASELLI,Torino,6,7,-1
1889,Por,CORDAZ,Crotone,5,6,-1
41,Por,MIRANTE,Roma,5,1,4
5005,Por,ZOET,Spezia,5,6,-1
819,Pc,FAVILLI,Verona,5,4,1
2304,Pc,SALCEDO E.,Verona,5,6,-1
115,M;C,HETEMAJ,Benevento,5,4,1
2213,M;C,CASSATA,Genoa,5,6,-1
4975,M;C,ESCALANTE,Lazio,5,5,0
342,M;C,PAROLO,Lazio,5,5,0
434,M;C,JAJALO,Udinese,5,6,-1
20,M;C,CIGARINI,Crotone,5,5,0
272,M,MEDEL,Bologna,5,4,1
2302,M,BEHRAMI,Genoa,5,4,1
118,M,RADOVANOVIC,Genoa,5,3,2
238,M,RINCON,Torino,5,5,0
2188,E,MARUSIC,Lazio,5,4,1
5293,E,MOJICA,Atalanta,5,5,0
254,Ds;E,DIMARCO,Verona,5,4,1
256,Ds;Dc,JUAN JESUS,Roma,5,6,-1
2141,Dd;E,DEPAOLI,Atalanta,5,6,-1
4983,Dd;E,FERRER,Spezia,5,5,0
423,Dd;E,RISPOLI,Crotone,5,5,0
2083,Dd;Dc;E,BIRASCHI,Genoa,5,5,0
2801,Dd;Dc,IACOPONI,Parma,5,7,-2
2871,Dc,KLAVAN,Cagliari,5,5,0
4374,Dc,WALUKIEWICZ,Cagliari,5,4,1
4967,Dc,GOLEMIC,Crotone,5,5,0
418,Dc,GOLDANIGA,Genoa,5,5,0
365,Dc,ZAPATA C.,Genoa,5,5,0
4982,Dc,ERLIC,Spezia,5,6,-1
2171,Dc,LYANCO,Torino,5,6,-1
4412,Dc,RODRIGO BECAO,Udinese,5,6,-1
2192,Dc,BONIFAZI,Udinese,5,6,-1
5323,Dc,MARTINEZ QUARTA,Fiorentina,5,5,0
5327,Dc,OSORIO,Parma,5,5,0
148,C;T,KRUNIC,Milan,5,5,0
5007,C;T,ILIC,Verona,5,4,1
27,C,GRASSI,Parma,5,4,1
4988,C,MAGGIORE,Spezia,5,5,0
4346,A,MILLICO,Torino,5,5,0
5004,A,FORESTIERI,Udinese,5,4,1
1998,A,PJACA,Genoa,5,3,2
5013,A,ASORO,Genoa,5,6,-1
4962,W;A,IMPROTA,Benevento,4,4,0
637,W,SILIGARDI,Crotone,4,4,0
2154,T;A,VIGNATO,Bologna,4,4,0
5317,T;A,BRUNETTA,Parma,4,4,0
2265,M;C,SCHIATTARELLA,Benevento,4,4,0
2659,M;C,DABO,Benevento,4,2,2
333,M;C,CATALDI,Lazio,4,5,-1
1933,M;C,MANDRAGORA,Udinese,4,5,-1
5008,M;C,EDUARDO HENRIQUE,Crotone,4,5,-1
5329,M;C,MAKENGO,Udinese,4,4,0
2392,M,WALACE,Udinese,4,5,-1
4881,Ds;E,CZYBORRA,Genoa,4,4,0
2728,Ds;E,PELLEGRINI LU.,Genoa,4,5,-1
390,Ds;E,GHOULAM,Napoli,4,3,1
1868,Ds;E,MURRU,Torino,4,5,-1
4414,Ds;Dc,DENSWIL,Bologna,4,4,0
4407,Ds;Dc,IGOR,Fiorentina,4,5,-1
517,Ds;Dc,DELL'ORCO,Spezia,4,4,0
4494,Ds;Dc,EMPEREUR,Verona,4,4,0
11,Dd;E,CONTI,Milan,4,5,-1
2860,Dd;E,MALCUIT,Napoli,4,4,0
141,Dd;E,LAURINI,Parma,4,4,0
2795,Dd;E,TER AVEST,Udinese,4,4,0
4997,Dd;E,RUEGG,Verona,4,4,0
4998,Dd;E,MOLINA N.,Udinese,4,4,0
630,Dd;E,SALA,Spezia,4,4,0
4461,Dd;E,ZAPPA,Cagliari,4,3,1
5326,Dd;E,BUSI,Parma,4,4,0
262,Dd;Ds;E,SANTON,Roma,4,3,1
4242,Dd;Ds;E,DALOT,Milan,4,4,0
1869,Dd;Ds;Dc,PISACANE,Cagliari,4,5,-1
327,Dd;Dc;E,PATRIC,Lazio,4,4,0
1891,Dd;Dc,CECCHERINI,Verona,4,4,0
15,Dd;Dc,MASIELLO,Genoa,4,4,0
1847,Dc,CALDARA,Atalanta,4,5,-1
2279,Dc,ROMAGNA,Sassuolo,4,5,-1
84,Dc,MARRONE,Crotone,4,5,-1
2016,Dc,FAZIO,Roma,4,5,-1
4403,Dc,CHABOT,Spezia,4,2,2
2769,Dc,MAGNANI,Verona,4,5,-1
425,Dc,TERZI,Spezia,4,3,1
5000,Dc,MAGALLAN,Crotone,4,5,-1
5307,Dc,VALENTI,Parma,4,5,-1
1915,C;W,TELLO,Benevento,4,5,-1
4515,C;T,AGUDELO,Spezia,4,4,0
2264,C,MORA,Spezia,4,4,0
2009,C,LUKIC,Torino,4,3,1
172,C,BORJA VALERO,Fiorentina,4,4,0
179,C,PETRICCIONE,Crotone,4,5,-1
2195,A,OUNAS,Cagliari,4,5,-1
1839,W;A,EDERA,Torino,3,4,-1
2378,T,PASTORE,Roma,3,4,-1
611,Por,RAFAEL,Spezia,3,1,2
447,Pc,LA GUMINA,Sampdoria,3,4,-1
4371,Pc,RASPADORI,Sassuolo,3,3,0
5011,Pc,DRAGUS,Crotone,3,3,0
374,M;C,POLI,Bologna,3,3,0
2854,M;C,BRADARIC,Cagliari,3,4,-1
305,M;C,STURARO,Genoa,3,4,-1
170,M;C,BADELJ,Genoa,3,3,0
2804,M;C,SCOZZARELLA,Parma,3,4,-1
2855,M;C,VIEIRA,Verona,3,4,-1
4327,M,OLIVA,Cagliari,3,3,0
2739,Ds;E,RECA,Crotone,3,3,0
2653,Ds;E,LYKOGIANNIS,Cagliari,3,2,1
1950,Ds;E,MAZZOTTA,Crotone,3,4,-1
4323,Ds;E,ZEEGELAAR,Udinese,3,4,-1
1979,Ds;E,BARRECA,Fiorentina,3,3,0
2252,Ds;Dc,MARCHIZZA,Spezia,3,3,0
521,Ds;Dc,PELUSO,Sassuolo,3,4,-1
2116,Dd;E,FARAGO',Cagliari,3,4,-1
2180,Dd;E,KARSDORP,Roma,3,3,0
729,Dd;E,PEREIRA P.,Crotone,3,3,0
106,Dd;Ds;E,MATTIELLO,Spezia,3,4,-1
2174,Dd;Ds;E,VENUTI,Fiorentina,3,4,-1
5300,Dd;Ds;E,HICKEY,Bologna,3,2,1
4511,Dc,DUARTE,Milan,3,3,0
4401,Dc,GABBIA,Milan,3,1,2
4493,Dc,DAWIDOWICZ,Verona,3,4,-1
4934,Dc,LOVATO,Verona,3,1,2
2286,C;T,CROCIATA,Crotone,3,4,-1
5287,C;T,ARSLAN,Udinese,3,3,0
4995,C,SEGRE,Torino,3,3,0
5322,A,MIHAILA,Parma,3,3,0
1982,W,PARIGINI,Genoa,2,3,-1
4,Por,SPORTIELLO,Atalanta,2,1,1
282,Por,BUFFON,Juventus,2,1,1
2853,Pc,MONCINI,Benevento,2,2,0
306,Pc,CERRI,Cagliari,2,3,-1
4923,Pc,COLOMBO,Milan,2,1,1
2137,Pc,SCAMACCA,Genoa,2,1,1
1871,M;C,DEIOLA,Spezia,2,3,-1
4986,M;C,ACAMPORA,Spezia,2,1,1
589,M;C,BADU,Verona,2,3,-1
2144,M;C,COULIBALY,Udinese,2,1,1
4459,M;C,ROVELLA,Genoa,2,1,1
528,M,MAGNANELLI,Sassuolo,2,3,-1
5319,M,SOHM,Parma,2,2,0
4390,E,ANDERSON D.,Lazio,2,1,1
4959,Ds;E,FOULON,Benevento,2,1,1
4984,Ds;E,RAMOS,Spezia,2,3,-1
4946,Ds;E,FRABOTTA,Juventus,2,1,1
5332,Ds;E,BASTONI S.,Spezia,2,1,1
134,Ds;Dc,BARBA,Benevento,2,2,0
393,Ds;Dc,LUPERTO,Crotone,2,2,0
394,Dd;E,MAGGIO,Benevento,2,2,0
4985,Dd;E,VIGNALI,Spezia,2,3,-1
50,Dd;Ds;E,MBAYE,Bologna,2,3,-1
4899,Dd;Dc;E,SINGO,Torino,2,3,-1
45,Dd;Dc,FERRARI A.,Sampdoria,2,3,-1
4888,Dc,SUTALO,Atalanta,2,3,-1
4960,Dc,TUIA,Benevento,2,3,-1
2143,Dc,CUOMO,Crotone,2,3,-1
4397,Dc,VAVRO,Lazio,2,3,-1
454,Dc,CAPRADOSSI,Spezia,2,3,-1
5010,Dc,ISMAJLI,Spezia,2,3,-1
2334,C;W,LERIS,Sampdoria,2,2,0
4989,C;W,MASTINU,Spezia,2,3,-1
5290,C;T,ESTEVEZ,Spezia,2,3,-1
4968,C,GOMELT,Crotone,2,1,1
2316,C,ZANELLATO,Crotone,2,2,0
299,C,KHEDIRA,Juventus,2,3,-1
4885,C,VILLAR,Roma,2,2,0
4921,C,ASKILDSEN,Sampdoria,2,2,0
2121,C,MELEGONI,Genoa,2,1,1
2725,C,CALIGARA,Cagliari,2,1,1
5298,C,POBEGA,Spezia,2,1,1
2773,W,SPROCATI,Parma,1,2,-1
5318,W,TRAMONI M.,Cagliari,1,1,0
4896,T;A,MALDINI,Milan,1,1,0
4353,T;A,MONTIEL,Fiorentina,1,1,0
5346,T,ROJAS,Crotone,1,1,0
4431,Por,CARNESECCHI,Atalanta,1,1,0
2297,Por,ROSSI F.,Atalanta,1,1,0
4955,Por,GORI P.,Benevento,1,1,0
4956,Por,MANFREDINI,Benevento,1,1,0
4883,Por,BREZA,Bologna,1,1,0
40,Por,DA COSTA,Bologna,1,1,0
4964,Por,VICARIO,Cagliari,1,1,0
1946,Por,ARESTI,Cagliari,1,1,0
4929,Por,CIOCCI,Cagliari,1,1,0
1890,Por,FESTA,Crotone,1,1,0
4351,Por,BRANCOLINI,Fiorentina,1,1,0
2815,Por,TERRACCIANO,Fiorentina,1,1,0
318,Por,MARCHETTI,Genoa,1,1,0
1843,Por,RADU I.,Inter,1,1,0
1930,Por,PINSOGLIO,Juventus,1,1,0
2770,Por,PROTO,Lazio,1,1,0
387,Por,REINA,Lazio,1,1,0
216,Por,DONNARUMMA AN.,Milan,1,1,0
2845,Por,CONTINI,Napoli,1,1,0
412,Por,COLOMBI,Parma,1,1,0
4977,Por,RAVAGLIA,Sampdoria,1,1,0
510,Por,PEGOLO,Sassuolo,1,1,0
4867,Por,TURATI,Sassuolo,1,1,0
4981,Por,KRAPIKAS,Spezia,1,1,0
2790,Por,ROSATI,Torino,1,1,0
220,Por,UJKANI,Torino,1,1,0
2271,Por,NICOLAS,Udinese,1,1,0
4491,Por,BERARDI A.,Verona,1,1,0
4996,Por,PANDUR,Verona,1,1,0
160,Por,TATARUSANU,Milan,1,1,0
543,Por,PADELLI,Inter,1,1,0
5289,Por,CRESPI,Crotone,1,1,0
1921,Por,ZIMA,Genoa,1,1,0
5304,Por,BOER,Roma,1,1,0
4523,Por,AVOGADRI,Sampdoria,1,1,0
5306,Por,ALIA,Lazio,1,1,0
5320,Por,PALEARI,Genoa,1,1,0
2814,Por,PROVEDEL,Spezia,1,1,0
4520,Por,LETICA,Sampdoria,1,1,0
574,Por,SCUFFET,Udinese,1,1,0
2798,Por,DINI,Parma,1,1,0
2170,Por,MILINKOVIC-SAVIC V.,Torino,1,1,0
5333,Por,GASPARINI,Udinese,1,1,0
2722,Por,RAVAGLIA F.,Bologna,1,1,0
5338,Por,RINALDI,Parma,1,1,0
5345,Por,FARELLI,Roma,1,1,0
3,Por,RADUNOVIC,Atalanta,1,1,0
4359,Pc,PICCOLI,Spezia,1,1,0
4387,Pc,ADORANTE,Parma,1,1,0
2244,M;C,DEL PINTO,Benevento,1,1,0
2726,M;C,DANZI,Verona,1,1,0
5286,M;C,AKPA AKPRO,Lazio,1,1,0
5312,M;C,LEO' SENA,Spezia,1,2,-1
5331,M;C,BASIT,Benevento,1,1,0
4969,E;W,MUSTACCHIO,Crotone,1,1,0
4406,Ds;E,TRIPALDELLI,Cagliari,1,1,0
4945,Ds;E,CALAFIORI,Roma,1,1,0
1876,Ds;E,PAJAC,Cagliari,1,1,0
490,Ds;Dc;E,REGINI,Sampdoria,1,1,0
4925,Ds;Dc,CARBONI,Cagliari,1,1,0
2869,Ds;Dc,DJIDJI,Crotone,1,2,-1
2724,Ds;Dc,BUONGIORNO,Torino,1,1,0
2747,Ds;Dc,PAZ,Bologna,1,1,0
4454,Dd;E,PINNA,Cagliari,1,1,0
4366,Dd;Ds;Dc,ARMINI,Lazio,1,1,0
4976,Dd;Dc,KALULU,Milan,1,1,0
2745,Dd;Dc,CALABRESI,Bologna,1,1,0
4961,Dc,VOLTA,Benevento,1,1,0
261,Dc,RANOCCHIA,Inter,1,2,-1
